cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
171,287,61,2012-08-25 06:18:44 UTC,0.0202,65243.89802,81561.96,16318.06198,1549.749569,95,5,Validação dos Documentos
1397,619,36,2012-08-23 06:51:29 UTC,0.0132,130275.827,159428.49,29152.66304,3058.375021,63,2,Em Análise
471,944,98,2012-08-22 15:32:00 UTC,0.0163,986.5883213,1859.96,873.3716787,19.16476085,113,3,Enviada
645,674,99,2012-08-22 08:52:00 UTC,0.017,150015.0526,178999.79,28984.73742,3768.211359,67,3,Em Análise
1395,113,30,2012-08-21 12:34:22 UTC,0.0105,174234.1539,219599.1,45364.94611,3204.515311,81,5,Aprovada
1421,679,77,2012-08-17 01:47:56 UTC,0.0116,14995.89861,22395.26,7399.361389,240.9262321,111,5,Aprovada
691,713,41,2012-08-16 14:41:07 UTC,0.008,141939.1828,245172.53,103233.3472,2949.737433,61,0,Enviada
1682,561,45,2012-08-16 07:19:49 UTC,0.0111,101157.3878,141781.5,40624.11216,4824.425192,24,0,Enviada
320,832,14,2012-08-14 04:04:28 UTC,0.023,83896.06652,130573.16,46677.09348,2324.011246,78,5,Em Análise
436,5,65,2012-08-13 15:40:27 UTC,0.0196,156438.8365,211631.9,55193.06348,6781.639782,31,0,Aprovada
558,304,11,2012-08-09 01:20:06 UTC,0.0093,50138.22657,64454.53,14316.30343,2639.311232,21,6,Aprovada
765,313,73,2012-08-08 12:16:18 UTC,0.0189,88232.10579,162005.1,73772.99421,5828.500813,18,1,Validação dos Documentos
193,70,54,2012-07-29 08:37:02 UTC,0.0098,27901.21644,44423.37,16522.15356,743.6707328,47,4,Em Análise
1769,160,65,2012-07-28 11:37:56 UTC,0.0087,8331.171441,11999.1,3667.928559,1082.579099,8,0,Aprovada
529,989,94,2012-07-21 12:12:22 UTC,0.0096,130082.8555,201668.56,71585.70446,2898.111704,59,5,Enviada
710,845,38,2012-07-14 02:25:07 UTC,0.0099,149926.136,217880.51,67954.37397,2328.324613,103,1,Validação dos Documentos
917,366,99,2012-07-13 15:53:52 UTC,0.0161,54342.75277,97311.34,42968.58723,1379.122438,63,4,Enviada
204,71,71,2012-07-10 22:04:23 UTC,0.0247,40042.40374,75600.76,35558.35626,8611.559739,5,4,Enviada
1092,767,31,2012-07-06 23:57:48 UTC,0.0084,129802.8351,196604.34,66801.50489,65720.31549,2,4,Em Análise
714,71,90,2012-07-06 17:49:44 UTC,0.0242,100499.8576,188600.01,88100.15238,2931.729137,74,4,Em Análise
387,555,7,2012-07-05 12:54:05 UTC,0.0093,141256.4752,166243.96,24987.48478,1958.623534,120,5,Em Análise
299,6,44,2012-07-01 23:19:12 UTC,0.0159,135008.09,246707.05,111698.96,7612.398771,21,3,Em Análise
62,264,60,2012-06-28 10:33:35 UTC,0.0161,140136.8937,184848.44,44711.54627,12033.41964,13,6,Enviada
270,748,99,2012-06-24 06:55:49 UTC,0.0166,20623.87076,31283.71,10659.83924,709.6963895,40,0,Em Análise
1739,317,26,2012-06-22 15:23:21 UTC,0.0203,25262.25688,29962.47,4700.213119,708.6352221,64,3,Enviada
1186,922,49,2012-06-22 12:24:15 UTC,0.0149,103774.6378,126481.67,22707.03219,1904.253883,113,4,Enviada
1447,698,73,2012-06-19 17:42:04 UTC,0.0154,64261.64477,127423.73,63162.08523,6395.508209,11,2,Enviada
775,449,22,2012-06-17 09:24:23 UTC,0.0137,9688.829149,14446.37,4757.540851,217.9819041,69,5,Validação dos Documentos
1485,534,10,2012-06-16 13:42:10 UTC,0.0193,23033.62009,34129.87,11096.24991,781.5995837,44,0,Aprovada
1420,661,27,2012-06-15 09:19:45 UTC,0.0229,115475.1373,175842.38,60367.24267,2958.898565,99,6,Em Análise
1383,229,80,2012-06-13 15:24:02 UTC,0.0245,111232.0262,171795.41,60563.38378,3483.304313,63,2,Enviada
1987,584,58,2012-06-13 01:31:10 UTC,0.0094,128475.8381,156285.99,27810.15186,3868.380811,40,6,Enviada
1210,723,98,2012-06-12 01:33:29 UTC,0.0157,42535.01644,72631.63,30096.61356,796.5171369,117,1,Validação dos Documentos
818,34,52,2012-06-11 12:58:01 UTC,0.0116,29117.43374,42525.57,13408.13626,469.903472,110,4,Enviada
1418,81,92,2012-06-10 22:30:10 UTC,0.0091,190412.9325,248007.51,57594.57752,96507.99659,2,1,Aprovada
1371,237,100,2012-06-09 17:41:36 UTC,0.0212,69396.05933,138626.51,69230.45067,1649.705847,106,0,Enviada
1620,540,2,2012-06-08 08:03:18 UTC,0.0236,21384.38338,25395.3,4010.916624,11072.16669,2,0,Em Análise
1393,853,16,2012-06-05 20:29:13 UTC,0.0131,30487.98798,52975.78,22487.79202,823.3383889,51,0,Enviada
325,290,42,2012-06-04 21:12:18 UTC,0.0127,59307.64766,81807.65,22500.00234,1767.7215,44,4,Enviada
28,90,25,2012-06-04 10:18:14 UTC,0.0098,44786.92784,60061.01,15274.08216,1682.304155,31,6,Validação dos Documentos
628,478,73,2012-06-02 04:15:10 UTC,0.0207,94742.65454,134684.58,39941.92546,2960.699196,53,5,Aprovada
585,433,10,2012-05-30 12:54:53 UTC,0.0161,43340.19117,68132.12,24791.92883,871.4144325,101,3,Aprovada
1428,924,11,2012-05-28 08:59:28 UTC,0.0245,24740.02491,39246.81,14506.78509,681.4380283,91,0,Em Análise
1885,177,79,2012-05-27 15:00:47 UTC,0.0191,91789.7001,166042.12,74252.4199,2236.182328,81,1,Em Análise
1196,893,82,2012-05-25 05:00:08 UTC,0.0133,67637.0467,92016.1,24379.0533,2326.445943,37,1,Em Análise
566,228,38,2012-05-24 15:27:52 UTC,0.0211,130658.5965,218354.83,87696.23354,133415.4928,1,6,Em Análise
380,151,80,2012-05-24 03:41:24 UTC,0.0202,24299.62435,35011.19,10711.56565,544.3564206,116,1,Validação dos Documentos
1768,542,53,2012-05-24 00:09:06 UTC,0.0247,102826.1586,134778.99,31952.8314,6846.142383,19,5,Validação dos Documentos
1176,185,13,2012-05-22 15:58:45 UTC,0.0225,45004.70126,87601.63,42596.92874,1212.584265,81,6,Aprovada
1814,870,37,2012-05-18 17:16:23 UTC,0.0127,56948.17012,81043.3,24095.12988,1035.458053,95,3,Enviada
7,228,88,2012-05-18 08:24:05 UTC,0.0117,154751.6572,247248.35,92496.69278,9584.37669,18,2,Validação dos Documentos
362,263,96,2012-05-17 00:41:02 UTC,0.0093,54861.44367,75906.15,21044.70633,1009.986977,76,3,Validação dos Documentos
1724,673,99,2012-05-15 11:46:09 UTC,0.0185,62123.71635,119646.36,57522.64365,1613.054657,68,0,Enviada
1905,273,54,2012-05-11 15:06:03 UTC,0.0172,81239.85591,143280.23,62040.37409,1845.417896,83,6,Enviada
1172,35,84,2012-05-10 13:55:07 UTC,0.009,57051.67794,85287.56,28235.88206,28911.51286,2,6,Aprovada
1332,736,31,2012-05-10 11:32:25 UTC,0.0245,45176.07815,89767.63,44591.55185,1379.310089,67,6,Em Análise
151,579,100,2012-05-10 08:11:49 UTC,0.0084,34995.30092,59994.2,24998.89908,1079.545355,38,0,Enviada
1816,478,91,2012-05-09 11:35:12 UTC,0.0216,57092.93843,78253.63,21160.69157,1366.22397,109,0,Validação dos Documentos
1604,951,45,2012-05-08 17:22:56 UTC,0.0214,156615.4735,187324.21,30708.73646,4336.572595,70,0,Enviada
706,588,75,2012-05-07 11:44:10 UTC,0.0222,70318.90624,90079.2,19760.29376,2425.160312,47,4,Enviada
719,971,98,2012-05-06 10:49:26 UTC,0.0154,59659.4183,71335.06,11675.6417,1217.089922,92,1,Validação dos Documentos
359,903,18,2012-05-06 08:07:37 UTC,0.0165,112299.6044,167978.57,55678.96561,2657.706621,73,5,Enviada
1300,759,83,2012-04-30 16:41:59 UTC,0.0168,10527.88755,15865.16,5337.272445,246.301576,76,1,Aprovada
1743,849,86,2012-04-30 08:47:28 UTC,0.0238,119159.3773,210854.8,91695.42269,13530.7152,10,6,Em Análise
826,760,41,2012-04-30 02:24:26 UTC,0.0149,162257.8761,226427.62,64169.74392,3054.561136,106,5,Aprovada
963,328,72,2012-04-27 10:41:18 UTC,0.0104,134884.6023,213373.63,78489.02769,136287.4022,1,5,Validação dos Documentos
896,705,16,2012-04-24 11:31:09 UTC,0.0101,114731.9992,216856.25,102124.2508,1838.672046,99,5,Enviada
507,52,56,2012-04-24 03:31:44 UTC,0.0151,89815.7284,144180.4,54364.6716,1882.947155,85,3,Validação dos Documentos
767,791,46,2012-04-22 07:35:34 UTC,0.0167,86229.17572,150698.48,64469.30428,22464.76345,4,4,Enviada
654,691,70,2012-04-18 02:12:19 UTC,0.0232,55878.02536,95783.77,39905.74464,2067.542965,43,5,Aprovada
353,750,18,2012-04-15 06:14:28 UTC,0.0153,108348.9892,197148.24,88799.25083,3856.772419,37,4,Enviada
891,720,80,2012-04-14 23:58:24 UTC,0.0126,95054.24248,127680.52,32626.27752,2293.130126,59,5,Enviada
137,891,66,2012-04-09 01:06:53 UTC,0.0132,6107.234879,7275.46,1168.225121,105.1401999,111,2,Em Análise
1458,667,63,2012-04-04 15:06:18 UTC,0.0105,154225.1904,195648.44,41423.24964,3250.976205,66,3,Aprovada
479,160,10,2012-04-03 13:54:13 UTC,0.0115,106241.6918,129159.36,22917.66816,2070.405045,78,4,Aprovada
104,921,18,2012-04-02 08:36:34 UTC,0.019,19286.33373,35071.35,15785.01627,419.3334738,110,4,Enviada
304,237,76,2012-04-01 16:08:05 UTC,0.0099,102928.9152,175083.61,72154.69476,1796.699191,85,0,Em Análise
1893,752,32,2012-03-30 03:11:02 UTC,0.0116,103142.2834,124541.11,21398.82665,1712.537176,104,0,Enviada
1475,645,46,2012-03-25 02:52:19 UTC,0.0229,112197.9546,134935.01,22737.0554,2845.619513,103,3,Enviada
211,816,38,2012-03-21 20:41:52 UTC,0.0165,31314.22641,48637.75,17323.52359,3772.666777,9,1,Em Análise
470,498,61,2012-03-17 16:35:15 UTC,0.0208,69989.52004,95750.92,25761.39996,18416.60816,4,6,Em Análise
388,53,58,2012-03-13 23:08:10 UTC,0.0233,90272.27892,112630.73,22358.45108,2658.531448,68,2,Enviada
1994,222,48,2012-03-10 22:40:21 UTC,0.0146,182080.6447,225724.15,43643.50535,3505.262445,98,3,Enviada
1709,621,45,2012-03-10 19:25:50 UTC,0.0232,68060.22362,80872.04,12811.81638,2129.238089,59,5,Em Análise
1050,891,11,2012-03-10 14:09:44 UTC,0.0195,16830.03562,20661.1,3831.064377,376.838627,106,1,Validação dos Documentos
1004,402,52,2012-03-07 23:45:49 UTC,0.0243,99075.35222,149230.21,50154.85778,2587.618789,111,4,Em Análise
441,831,22,2012-03-06 21:29:25 UTC,0.0128,41662.13732,49729.71,8067.572685,967.3981977,63,1,Aprovada
1467,220,53,2012-03-03 08:40:01 UTC,0.0134,179635.0721,230689.86,51054.78788,4755.908776,53,6,Aprovada
1317,752,62,2012-03-01 02:57:23 UTC,0.0119,51392.65072,102016.69,50624.03928,52004.22326,1,3,Enviada
254,357,84,2012-02-29 19:53:11 UTC,0.0163,132400.7172,181398.56,48997.8428,2973.914196,80,2,Enviada
616,617,84,2012-02-27 23:47:50 UTC,0.012,113420.7969,163020.72,49599.92307,1887.86097,107,4,Validação dos Documentos
1161,466,10,2012-02-25 10:38:52 UTC,0.0243,135995.5738,202864.43,66868.85615,3904.882015,78,3,Em Análise
1309,428,67,2012-02-24 03:46:10 UTC,0.0102,51894.04586,79197.45,27303.40414,1133.494263,62,5,Enviada
1861,905,10,2012-02-20 12:54:02 UTC,0.021,2130.437786,2850.11,719.6722139,70.03547782,49,3,Enviada
631,450,72,2012-02-19 02:23:20 UTC,0.0092,120330.9112,213323.1,92992.18883,15670.72898,8,1,Aprovada
626,555,46,2012-02-18 09:42:41 UTC,0.0144,117660.511,194023.58,76363.06902,3819.832812,41,3,Em Análise
33,287,58,2012-02-15 13:07:21 UTC,0.0191,161524.6942,204622.46,43097.76578,6016.942147,38,5,Em Análise
901,865,29,2012-02-13 21:49:42 UTC,0.0131,110241.5591,140949.38,30707.82088,2105.227651,89,3,Em Análise
1483,905,27,2012-02-13 03:17:30 UTC,0.0235,130116.9577,245412.65,115295.6923,5396.173201,36,4,Em Análise
679,991,72,2012-02-06 13:36:57 UTC,0.0207,111890.6795,164479.49,52588.81053,3794.835846,46,0,Em Análise
286,729,63,2012-02-05 11:08:38 UTC,0.0159,110304.5064,198967.85,88663.34357,2349.398346,87,5,Aprovada
1852,129,25,2012-01-25 08:18:28 UTC,0.0214,50533.37423,59810.97,9277.595768,1295.619342,85,3,Aprovada
279,517,53,2012-01-25 05:11:57 UTC,0.0086,84614.5829,162394.06,77779.4771,2235.013747,46,0,Validação dos Documentos
1792,862,82,2012-01-23 08:40:47 UTC,0.0169,146702.8043,215055.03,68352.22572,3086.723471,97,1,Enviada
855,271,92,2012-01-20 13:16:55 UTC,0.0233,150893.5985,233031.73,82138.13155,4624.750212,62,2,Aprovada
847,340,61,2012-01-13 07:08:25 UTC,0.0216,147145.0536,242003.35,94858.29638,10433.91592,17,6,Validação dos Documentos
988,69,18,2012-01-09 20:32:03 UTC,0.0167,40953.15105,70399.33,29446.17895,2533.241018,19,0,Validação dos Documentos
1926,251,4,2012-01-09 01:18:59 UTC,0.0086,103227.227,172975.2,69747.97303,3346.382458,36,1,Validação dos Documentos
349,147,17,2012-01-05 08:59:53 UTC,0.0189,27524.23687,52447.68,24923.44313,717.2713485,69,2,Em Análise
876,396,87,2011-12-25 20:27:50 UTC,0.0217,14469.34911,22074.86,7605.510895,14783.33398,1,1,Aprovada
70,49,19,2011-12-23 02:03:18 UTC,0.01,129370.0378,190944.62,61574.58225,3406.809284,48,6,Validação dos Documentos
168,376,23,2011-12-22 20:22:34 UTC,0.0131,190416.8962,226478.76,36061.86378,13269.32527,16,3,Validação dos Documentos
136,658,42,2011-12-21 10:16:28 UTC,0.0246,29567.90528,52244.44,22676.53472,1247.443287,36,3,Validação dos Documentos
991,814,72,2011-12-19 06:05:59 UTC,0.0238,23544.61132,34956.63,11412.01868,1017.830061,34,3,Em Análise
139,722,14,2011-12-17 06:20:56 UTC,0.0207,166568.5374,214209.91,47641.37256,4218.118624,83,2,Em Análise
1279,408,15,2011-12-16 19:08:15 UTC,0.0218,68276.8994,81102.92,12826.0206,2255.812009,50,0,Em Análise
184,278,54,2011-12-16 15:53:32 UTC,0.0188,14460.70808,20088.18,5627.471918,730.2904507,25,2,Em Análise
159,873,40,2011-12-15 22:35:43 UTC,0.0245,61178.42604,74835.28,13656.85396,4443.325087,17,2,Aprovada
1022,397,45,2011-12-14 11:09:29 UTC,0.0081,37584.74805,44297.93,6713.18195,1153.056088,38,6,Em Análise
746,92,9,2011-12-01 03:32:56 UTC,0.0246,75780.23593,108197.34,32417.10407,2053.982474,98,4,Aprovada
1755,796,90,2011-11-30 17:59:21 UTC,0.024,189893.045,242076.45,52183.40502,5137.01499,92,0,Em Análise
1162,812,30,2011-11-30 14:01:58 UTC,0.0102,162134.0593,214281.02,52146.96071,2800.166381,88,5,Validação dos Documentos
713,164,72,2011-11-27 08:05:50 UTC,0.0234,135970.2414,176825.19,40854.9486,21284.47162,7,6,Em Análise
1230,4,75,2011-11-25 18:35:38 UTC,0.01,118180.5403,223198.55,105018.0097,2428.771315,67,4,Aprovada
1163,644,97,2011-11-24 10:44:25 UTC,0.0231,75382.97504,102354.31,26971.33496,2124.529969,75,6,Em Análise
1499,986,3,2011-11-23 08:50:33 UTC,0.009,9742.681141,14569.05,4826.368859,134.3632873,118,6,Aprovada
623,584,30,2011-11-20 13:17:07 UTC,0.0174,31351.03151,45070.3,13719.26849,1557.218119,25,5,Validação dos Documentos
1168,938,4,2011-11-19 11:40:19 UTC,0.0109,134829.4934,180975.48,46145.98663,4548.135602,36,6,Validação dos Documentos
1990,164,70,2011-11-18 16:38:58 UTC,0.01,44475.09622,77662.03,33186.93378,1152.560524,49,6,Em Análise
758,480,81,2011-11-17 08:58:14 UTC,0.0144,94836.94811,131026.64,36189.69189,6018.645189,18,1,Enviada
1803,677,22,2011-11-16 10:23:55 UTC,0.0112,155099.9518,228671.54,73571.58821,2726.748881,91,6,Validação dos Documentos
1731,728,73,2011-11-15 20:46:04 UTC,0.0113,112833.1098,136361.06,23527.95018,2150.125193,80,5,Aprovada
1817,736,70,2011-11-11 17:23:52 UTC,0.0181,76155.40287,103044.52,26889.11713,1665.55426,98,6,Em Análise
1463,193,97,2011-11-10 23:13:01 UTC,0.0116,8431.564222,16504.27,8072.705778,135.4627056,111,6,Aprovada
165,651,25,2011-11-07 03:16:25 UTC,0.0222,188359.2818,232132.96,43773.67819,7268.743128,39,3,Enviada
318,787,94,2011-11-06 21:52:59 UTC,0.0165,82631.64773,139219.34,56587.69227,4197.535025,24,6,Enviada
480,560,38,2011-11-03 04:11:56 UTC,0.0083,70831.89477,107264.52,36432.62523,1204.603191,81,3,Validação dos Documentos
784,516,33,2011-10-26 17:14:53 UTC,0.0111,80533.99369,151718.99,71184.99631,1410.457999,91,4,Enviada
900,29,18,2011-10-18 17:50:52 UTC,0.0201,32170.91895,62254.76,30083.84105,2371.269548,16,4,Aprovada
355,722,86,2011-10-17 08:25:40 UTC,0.0135,68082.72334,104413.53,36330.80666,3025.794373,27,4,Validação dos Documentos
854,69,45,2011-10-17 05:46:43 UTC,0.0088,142570.8464,249417.73,106846.8836,4531.341445,37,6,Enviada
272,912,51,2011-10-13 23:37:57 UTC,0.0156,27855.30955,51968.6,24113.29045,516.3841278,119,0,Enviada
191,615,10,2011-10-13 03:30:37 UTC,0.0116,120976.0284,241332.01,120355.9816,2329.013652,80,1,Validação dos Documentos
1120,114,6,2011-10-04 08:23:32 UTC,0.0129,6214.067961,9537.71,3323.642039,282.8437012,26,4,Enviada
1636,415,59,2011-10-03 22:04:15 UTC,0.0165,25824.27853,43099.78,17275.50147,523.0329067,103,3,Aprovada
1075,647,64,2011-10-03 05:49:21 UTC,0.0139,28527.40397,41765.89,13238.48603,651.2672269,68,3,Validação dos Documentos
297,746,28,2011-09-30 09:54:13 UTC,0.0209,105405.1899,166354.02,60948.83008,2780.204199,76,0,Validação dos Documentos
1496,844,10,2011-09-29 00:33:30 UTC,0.0102,83829.24846,150136.05,66306.80154,1247.270598,114,0,Aprovada
343,58,46,2011-09-27 00:04:24 UTC,0.0216,97817.89422,175932.38,78114.48578,3183.273212,51,3,Aprovada
812,90,18,2011-09-25 14:22:59 UTC,0.025,122410.3097,222996.37,100586.0603,3905.042603,62,4,Validação dos Documentos
1596,118,10,2011-09-24 11:16:44 UTC,0.013,127549.1274,159760.66,32211.53265,2738.761516,72,1,Em Análise
1730,842,23,2011-09-18 14:17:27 UTC,0.0096,6452.369517,12480.59,6028.220483,183.8603222,43,0,Em Análise
1599,794,30,2011-09-15 01:49:26 UTC,0.0228,112893.1816,160768.12,47874.93839,8971.067166,15,1,Validação dos Documentos
1358,48,89,2011-09-12 03:14:34 UTC,0.0205,108686.3495,170052.23,61365.88054,5599.693093,25,6,Validação dos Documentos
1568,775,15,2011-09-11 19:27:48 UTC,0.0204,142948.1365,237373.46,94425.32348,3247.662193,113,0,Aprovada
273,831,40,2011-09-09 11:24:54 UTC,0.0155,64239.1994,108649.53,44410.3306,1764.802737,54,0,Em Análise
1405,856,84,2011-09-05 04:50:26 UTC,0.0188,64049.70765,85282.05,21232.34235,2064.336635,47,5,Aprovada
690,504,51,2011-09-04 23:17:00 UTC,0.0227,147949.0772,202456.02,54506.94279,5424.827599,43,2,Aprovada
1049,223,87,2011-09-04 13:40:23 UTC,0.0089,52143.49209,89547.76,37404.26791,4997.188013,11,2,Enviada
1749,417,51,2011-08-26 02:37:13 UTC,0.0137,171358.657,238501.49,67142.83296,4037.837657,64,1,Enviada
723,124,95,2011-08-23 23:35:16 UTC,0.0121,40588.93837,71164.76,30575.82163,767.0929972,85,2,Validação dos Documentos
1718,379,26,2011-08-21 17:37:22 UTC,0.0117,162981.1012,207719.18,44738.07879,3057.870201,84,4,Enviada
1860,70,29,2011-08-19 07:03:50 UTC,0.0212,70038.2123,84072.66,14034.4477,2368.388387,47,0,Em Análise
1292,765,83,2011-08-17 06:18:12 UTC,0.0248,84574.48047,104042.73,19468.24953,29601.20868,3,0,Enviada
1424,124,53,2011-08-17 04:00:58 UTC,0.0086,157556.2555,229150.72,71594.46452,11993.367,14,2,Enviada
1331,185,71,2011-08-15 14:10:06 UTC,0.019,109200.4247,137396.11,28195.68531,2332.72778,117,5,Aprovada
1353,444,80,2011-08-15 03:54:27 UTC,0.0164,64833.7665,129438.91,64605.1435,2753.505569,30,1,Em Análise
1630,267,69,2011-08-14 18:34:21 UTC,0.0103,126546.1267,227988.54,101442.4133,5572.799472,26,5,Aprovada
824,843,38,2011-08-09 00:28:33 UTC,0.0208,72284.27653,126768.15,54483.87347,4644.505707,19,2,Enviada
20,295,87,2011-08-03 13:42:31 UTC,0.0135,184154.9953,233173.98,49018.98471,3129.100939,118,0,Aprovada
1909,247,62,2011-08-01 09:06:13 UTC,0.013,145665.5838,218884.27,73218.68617,2550.844527,105,0,Aprovada
335,977,55,2011-07-30 02:30:37 UTC,0.0244,53713.97707,69285.33,15571.35293,1450.5774,97,3,Aprovada
821,385,92,2011-07-28 04:02:11 UTC,0.0186,167617.8792,241756.2,74138.32078,5000.58982,53,4,Enviada
892,493,13,2011-07-26 23:37:58 UTC,0.0191,61159.14943,105877.22,44718.07057,1522.945495,77,4,Em Análise
838,639,66,2011-07-24 14:13:27 UTC,0.0148,178597.2342,210754.41,32157.17582,3200.320843,119,2,Aprovada
1615,52,52,2011-07-23 20:20:19 UTC,0.0101,114554.6842,147967.72,33413.03582,2225.759952,73,5,Aprovada
69,920,47,2011-07-23 18:13:10 UTC,0.0105,62967.35874,109646.59,46679.23126,4295.867411,16,3,Em Análise
1588,889,73,2011-07-23 03:55:31 UTC,0.0146,19969.45536,28148.71,8179.25464,3500.369753,6,0,Validação dos Documentos
1287,266,97,2011-07-21 23:43:05 UTC,0.0091,113835.1799,227480.65,113645.4701,1717.703583,102,5,Em Análise
317,331,3,2011-07-20 19:19:38 UTC,0.0175,59473.07125,84424.06,24950.98875,2155.892763,38,3,Em Análise
1968,556,26,2011-07-19 18:54:19 UTC,0.013,36263.89028,45593.8,9329.909723,702.8901519,86,0,Validação dos Documentos
1357,173,10,2011-07-19 13:36:58 UTC,0.0097,46434.66568,80919.2,34484.53432,1901.752217,28,3,Em Análise
1784,261,80,2011-07-19 04:20:27 UTC,0.0194,104959.1208,150137.72,45178.59923,2304.059093,112,5,Validação dos Documentos
218,191,85,2011-07-18 06:14:37 UTC,0.0201,183838.2669,224931.56,41093.29315,39014.15219,5,4,Aprovada
1873,834,44,2011-07-16 08:55:50 UTC,0.0115,27968.9943,42190.42,14221.4257,2328.612952,13,6,Em Análise
1377,901,84,2011-07-06 01:06:55 UTC,0.015,1246.84643,1825.43,578.5835704,42.46089361,39,5,Validação dos Documentos
1535,236,79,2011-06-30 06:43:51 UTC,0.0151,155986.4018,188190.55,32204.14822,10472.42647,17,5,Enviada
1348,166,11,2011-06-30 02:33:11 UTC,0.0085,187368.8646,247972.7,60603.8354,7795.660955,27,3,Aprovada
1948,156,97,2011-06-29 14:18:57 UTC,0.0093,14963.26563,18834.47,3871.204371,237.8876378,95,4,Aprovada
808,854,83,2011-06-24 07:48:27 UTC,0.0178,88519.59344,124590.29,36070.69656,13561.90844,7,3,Validação dos Documentos
1409,95,24,2011-06-21 01:03:38 UTC,0.0179,36968.34747,44757.84,7789.492532,788.5591931,103,4,Enviada
1076,442,5,2011-06-19 03:27:20 UTC,0.0102,67935.32698,85140.2,17204.87302,4372.969327,17,6,Em Análise
1780,250,79,2011-06-17 08:24:14 UTC,0.0169,117286.8857,201012.83,83725.94427,2385.948939,106,5,Enviada
1696,75,98,2011-06-17 04:03:46 UTC,0.0248,9723.652254,12962.7,3239.047746,328.70392,54,4,Aprovada
174,530,20,2011-06-11 02:50:28 UTC,0.0181,51830.17881,93711.89,41881.71119,4844.031679,12,0,Em Análise
396,216,91,2011-06-11 00:58:32 UTC,0.0216,15669.84753,23617.02,7947.172471,715.1437003,30,5,Aprovada
209,635,4,2011-06-10 22:53:56 UTC,0.0142,161192.3489,233647.2,72454.85113,19205.78985,9,6,Enviada
1205,439,49,2011-06-09 04:17:45 UTC,0.0191,173133.5206,236271.15,63137.62937,4536.423009,69,4,Enviada
970,106,100,2011-06-05 04:13:16 UTC,0.0225,100371.6818,152272.5,51900.81821,3482.00098,47,2,Validação dos Documentos
656,704,46,2011-05-28 02:50:43 UTC,0.009,89337.78914,148769.13,59431.34086,11624.22341,8,4,Em Análise
1077,181,82,2011-05-23 22:12:07 UTC,0.0081,69724.34416,122830.14,53105.79584,1323.032117,69,0,Em Análise
878,311,90,2011-05-22 19:45:36 UTC,0.0176,6725.516605,9885.37,3159.853395,135.0072525,120,1,Validação dos Documentos
620,743,53,2011-05-22 07:28:55 UTC,0.0135,112992.925,144872.96,31880.03503,7113.017654,18,0,Aprovada
435,438,79,2011-05-22 06:43:48 UTC,0.0201,106098.4124,179395.89,73297.47761,7820.352745,16,0,Aprovada
374,897,73,2011-05-21 15:12:26 UTC,0.0246,97996.83237,173856.17,75859.33763,2732.685651,88,6,Enviada
640,164,91,2011-05-17 15:14:39 UTC,0.0135,85703.60796,139655.96,53952.35204,1531.693664,105,0,Em Análise
685,845,19,2011-05-15 21:38:19 UTC,0.0103,49646.8425,91935.02,42288.1775,1063.150203,64,3,Enviada
1286,799,17,2011-05-14 04:54:51 UTC,0.0185,190959.7164,231287.71,40327.99364,17891.14209,12,5,Em Análise
422,767,17,2011-05-13 19:45:21 UTC,0.0177,108673.565,192219.73,83546.16496,5417.146631,25,2,Aprovada
689,80,49,2011-05-13 16:15:02 UTC,0.0227,159783.1557,201322.86,41539.70427,14331.60557,13,6,Aprovada
658,195,93,2011-05-13 00:32:21 UTC,0.0134,13522.34257,23299.2,9776.857429,13703.54196,1,6,Em Análise
488,824,60,2011-05-05 11:22:58 UTC,0.0185,73995.03711,96178.01,22182.97289,1687.098004,91,6,Em Análise
905,304,97,2011-05-04 02:12:34 UTC,0.0235,55022.2014,71247.88,16225.6786,2415.162816,33,3,Em Análise
278,608,12,2011-05-04 00:30:59 UTC,0.0156,106979.1318,145268.66,38289.52819,2187.318128,93,2,Validação dos Documentos
1304,651,66,2011-05-03 09:27:49 UTC,0.0082,164457.4745,217589.45,53131.97552,5424.377108,35,1,Aprovada
966,932,77,2011-05-02 10:29:25 UTC,0.0238,116523.5503,143445,26921.44965,3454.97253,69,0,Em Análise
798,481,69,2011-04-30 06:14:34 UTC,0.0113,182890.0611,220982.08,38092.01889,3759.734517,71,6,Enviada
1848,444,27,2011-04-30 05:43:17 UTC,0.0224,40573.21732,61140.97,20567.75268,978.9675489,119,1,Validação dos Documentos
599,425,44,2011-04-30 04:56:48 UTC,0.008,169146.0092,241497.6,72351.59083,2209.012582,119,3,Enviada
1155,707,47,2011-04-30 01:21:13 UTC,0.0087,15848.65852,19948.27,4099.611482,218.6160672,115,5,Validação dos Documentos
1931,899,53,2011-04-28 12:55:00 UTC,0.0238,37488.75676,74713.76,37225.00324,1028.251038,86,6,Enviada
671,592,6,2011-04-27 01:58:33 UTC,0.0174,156914.7755,207172.35,50257.57446,8645.664084,22,2,Em Análise
1226,706,93,2011-04-24 03:09:54 UTC,0.0196,127090.6649,240764.57,113673.9051,5383.981455,32,4,Enviada
1933,300,69,2011-04-23 15:57:18 UTC,0.0152,49759.58217,82370.13,32610.54783,1374.015362,53,0,Aprovada
